station_name,street_address,city,state,zip,ev_connector_types,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,access_days_time,status_code,station_phone,ev_network,latitude,longitude
VOLVO CAR USA SEATTLE DC1,1st Ave S & S Stacy St,Seattle,WA,98134,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.5816,-122.334883
VOLVO CAR USA SEATTLE DC2,1st Ave S & S Stacy St,Seattle,WA,98134,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.581601,-122.334848
VOLVO CAR USA SEATTLE DC3,1st Ave S & S Stacy St,Seattle,WA,98134,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.5816,-122.33481
VOLVO CAR USA SEATTLE DC4,1st Ave S & S Stacy St,Seattle,WA,98134,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.581595,-122.334777
1800 Ninth Building,1800 9th Ave,Seattle,WA,98101,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.615249,-122.3332564
Columbia Center Tower,701 5th Ave,Seattle,WA,98104,J1772,0,8,0,24 hours daily,E,888-998-2546,Blink Network,47.604817,-122.330568
Walgreens at 4412 Rainier Ave Seattle,4412 Rainier Ave S,Seattle,WA,98118,J1772,0,2,0,Mon: 8:00am-11:59pm; Tue: 8:00am-11:59pm; Wed: 8:00am-11:59pm; Thu: 8:00am-11:59pm; Fri: 8:00am-11:59pm; Sat: 8:00am-11:59pm; Sun: 8:00am-11:59pm,E,855-900-7584,SHELL_RECHARGE,47.563966,-122.287468
Safeway 4011 S 164th,4011 S 164th,Seattle,WA,98188,J1772,0,2,0,Mon: 6:00am-11:59pm; Tue: 6:00am-11:59pm; Wed: 6:00am-11:59pm; Thu: 6:00am-11:59pm; Fri: 6:00am-11:59pm; Sat: 6:00am-11:59pm; Sun: 6:00am-11:59pm,E,855-900-7584,SHELL_RECHARGE,47.45568,-122.281965
SCC SUMMIT SCC SUMMIT #1,1009 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.615003,-122.331809
SCC SUMMIT SCC SUMMIT #3,1009 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61488,-122.331476
SCC SUMMIT SCC SUMMIT #2,1009 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.614938,-122.331583
SCC SUMMIT SCC SUMMIT #4,1009 Olive Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.614938,-122.331508
CITY LIGHT PORTAGE BAY 2,2915 Fuhrman Avenue East,Seattle,WA,98102,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.647302,-122.317513
Arrive Noba Apartments,8022 15th Avenue Northwest,Seattle,WA,98117,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.6874796,-122.3763969
SEA29 SEA29 - 6,207 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620085,-122.336021
BMR DEXTER DEXTER YARD-S2,700 Dexter Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.625918,-122.342192
BMR DEXTER DEXTER YARD-S5,700 Dexter Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.625918,-122.342192
BMR DEXTER DEXTER YARD-S3,700 Dexter Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.625918,-122.342192
AMZ SEA25.26-5,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624088,-122.336144
AMZ SEA25.26-6,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624117,-122.336165
AMZ SEA25.26-7,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624108,-122.33611
AMZ SEA25.26-8,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624088,-122.336176
AMZ SEA25.26-9,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624137,-122.336153
AMZ SEA25.26-10,551 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624035,-122.336045
AMZ SEA25.26- 11,551 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624014,-122.336271
AMZ SEA24 03,510 Boren Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624139,-122.335419
AMZ SEA24 07,510 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623947,-122.335413
AMZ SEA24 06,500 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624,-122.335571
AMZ SEA24 08,500 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623978,-122.335571
AMZ SEA24 05,512 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623864,-122.335662
AMZ SEA24 04,526 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62398,-122.335809
SEA29 SEA29 - 7,207 Boren Ave,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620482,-122.336253
SEA29 SEA29 - 9,207 Boren Ave,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62044,-122.336175
SEA29 SEA29 - 8,207 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620199,-122.336167
AMZ SEA23 - 3,535 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623798,-122.337642
AMZ SEA23-2,535 Terry Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623911,-122.337694
AMZ SEA27-28 P4 004,333 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621364,-122.336317
AMZ SEA27-28 P4 005,333 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621341,-122.336351
NRV NORTHGATE,10202 3rd Ave NE,Seattle,WA,98125,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.702793,-122.32588
AMZ SEA43 - 18,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617519,-122.340205
AMZ SEA43 - 12,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617496,-122.340242
AMZ SEA43 - 15,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617506,-122.340219
AMZ SEA43 - 19,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617525,-122.340196
AMZ SEA43 - 16,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61751,-122.340215
AMZ SEA43 - 13,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.6175,-122.340235
AMZ SEA43 - 14,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617505,-122.340227
AMZ SEA43 - 10,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617454,-122.34029
AMZ SEA43 - 8,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617405,-122.340395
AMZ SEA43 - 11,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617498,-122.340269
AMZ SEA43 - 17,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617439,-122.340315
AMZ SEA43 - 9,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617425,-122.340333
GILEAD SEATTLE GILEAD SEA 2,199 E Blaine St,Seattle,WA,98102,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.634499,-122.326277
GILEAD SEATTLE GILEAD SEA 3,199 E Blaine St,Seattle,WA,98102,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.634528,-122.326341
GILEAD SEATTLE GILEAD SEA 1,199 E Blaine St,Seattle,WA,98102,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.634499,-122.326374
CITY LIGHT CENTRAL 1,241 Martin Luther King Junior Way South,Seattle,WA,98144,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.600184,-122.297277
"531612  PRISA Market Place Tower WA, LLC c/o CBRE",2025 1st Avenue,Seattle,WA,98121,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.6113722,-122.343703
(Public P1) Commons at Ballard,5621 22nd Avenue Northwest,Seattle,WA,98107,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.66981,-122.38494
431608  AVA Queen Anne,330 3rd Avenue West,Seattle,WA,98119,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.6215389,-122.3602985
431603  AVA Capitol Hill,1530 Belmont Avenue,Seattle,WA,98122,J1772,0,8,0,24 hours daily,E,888-998-2546,Blink Network,47.6148399,-122.3241666
Arbor Blocks,300 8th Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.6212984,-122.3407408
Thrive,1222 East Madison Street,Seattle,WA,98122,J1772,0,2,0,Mon: 8:00am-9:00pm; Tue: 8:00am-9:00pm; Wed: 8:00am-9:00pm; Thu: 8:00am-9:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-9:00pm,E,888-998-2546,Blink Network,47.61360885799295,-122.31579498724822
Willow Crossing,6901 Martin Luther King Junior Way South,Seattle,WA,98118,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.68187212,-122.2630512
Seola Gardens,11195 5th Avenue Southwest,Seattle,WA,98146,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.502354,-122.34112
Broadstone Strata,4906 25th Avenue Northeast,Seattle,WA,98105,J1772,0,14,0,24 hours daily,E,888-998-2546,Blink Network,47.664513531216464,-122.30001030443889
AMZ SEA20-22 005,442 Terry Ave N,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.622867,-122.336753
Fremont Village Square,3601 Fremont Ave N,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-356-8911,FLO,47.651792,-122.3529158
1700 Seventh,"1700 7th Avenue, Suite 1800",Seattle,WA,98101,J1772,0,7,0,Mon: 6:00am-9:00pm; Tue: 6:00am-9:00pm; Wed: 6:00am-9:00pm; Thu: 6:00am-9:00pm; Fri: 6:00am-9:00pm; Sat: 9:00am-9:00pm; Sun: 9:00am-9:00pm,E,888-998-2546,Blink Network,47.614019,-122.335273
AMZ SEA27-28 P6 007,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621558,-122.336929
AMZ SEA27-28 P3 012,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621611,-122.336961
AMZ SEA27-28 P3 013,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621517,-122.336996
AMZ SEA27-28 P3 014,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621596,-122.337002
AMZ SEA27-28 P3 015,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621392,-122.336361
AMZ SEA27-28 P5 010,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621597,-122.337012
AMZ SEA27-28 P5 011,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621624,-122.336999
AMZ SEA27-28 P5 009,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621547,-122.33698
AMZ SEA27-28 P6 008,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621566,-122.336961
AMZ SEA27-28 P6 006,345 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621587,-122.336956
Aspen Ridge Apartments,12601 68th Avenue South,Seattle,WA,98178,J1772,0,1,0,24 hours daily,E,888-998-2546,Blink Network,47.4902,-122.2493
Nia II,9935 8th Avenue Southwest,Seattle,WA,98106,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.51424,-122.34568
BMR-NORTHEDGE NORTHEDGE #1,1621 N 34th St,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.64787,-122.33814
PIKE PLACE STALL 204 & 205,1530 Alaksan Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.60852,-122.34208
PIKE PLACE STALL 202 & 203,1530 Alaksan Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.608639,-122.342184
CITY LIGHT FREMONT 1,311 North 45th Street,Seattle,WA,98103,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.661366,-122.354842
Neighborhood House - Zev Co-Op Public,6400 Sylvan Way SW,Seattle,WA,98126,J1772,0,1,0,24 hours daily,E,855-885-9571,OpConnect,47.54486,-122.3722
Discovery Place Condos,4309 34th Ave W,Seattle,WA,98199,J1772,0,1,0,Contact site for information,E,206-786-0026,AMPUP,47.66,-122.4
PIKE PLACE STALL 887 & 886,1901 Western Ave,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.609463,-122.342843
PIKE PLACE STALL 206 & 207,1531 Western Ave,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.608994,-122.342068
PIKE PLACE STALL 208 & 209,1530 Alaskan Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.608951,-122.342068
PIKE PLACE STALL 210 & 211,1530 Alaksan Way,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.608929,-122.342047
CITY LIGHT WATERFRONT 2,56 Seneca St,Seattle,WA,98101,CHADEMO;J1772COMBO,0,0,1,24 hours daily,E,888-758-4389,ChargePoint Network,47.605721,-122.339005
Ramayana Apartments,119 Harvard Avenue East,Seattle,WA,98102,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.61945391175123,-122.32254786164084
Lighthouse Apartments,2433 S Plum St,Seattle,WA,98144,J1772,0,12,0,24 hours daily; for residents only,E,206-602-2721,TURNONGREEN,47.58535,-122.30052
Seattle - Page One Automotive,420 S 96th St,Seattle,WA,98108,J1772,0,1,0,24 hours daily,E,218-939-2318,TURNONGREEN,47.51799,-122.32796
The Waverly,210 8th Avenue North,Seattle,WA,98109,J1772,0,9,0,24 hours daily,E,888-998-2546,Blink Network,47.6202877,-122.3407099
CITY LIGHT WEST SEATTLE 4,4848 California Ave SW,Seattle,WA,98116,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.557984,-122.386589
CITY LIGHT S LAKE UNION 1,317 Pontius Avenue North,Seattle,WA,98109,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.621309,-122.331808
CITY LIGHT STEVENS 3,531 20th Ave E,Seattle,WA,98112,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62408,-122.306157
CITY LIGHT WALLINGFORD 4,4225 Stone Way N,Seattle,WA,98103,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.658753,-122.342483
CITY LIGHT CAPITOL HILL 1,118 Bellevue Avenue East,Seattle,WA,98102,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.619306,-122.326489
RMR Union East Parking Garage,401 Elliott Avenue West,Seattle,WA,98119,J1772,0,10,0,24 hours daily,E,888-998-2546,Blink Network,47.62253020451757,-122.36378268862852
"Seattle, WA - Fairview Avenue North (Floor 1) - Tesla Destination",800 Fairview Ave N,Seattle,WA,98109,J1772;TESLA,0,6,0,,E,877-798-3752,Tesla Destination,47.626144,-122.333176
UWMC SURGERY STATION 2,1959 NE Pacific St,Seattle,WA,98195,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.648565,-122.305258
AMZ SEA42 - 19,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616541,-122.338895
AMZ SEA42 - 20,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616361,-122.338907
AMZ SEA42 - 21,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616426,-122.338861
AMZ SEA42 - 24,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616431,-122.338887
AMZ SEA42 - 25,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61643,-122.338839
AMZ SEA42 - 26,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616422,-122.338744
AMZ SEA42 - 22,2112 7th Ave,Seattle,WA,98121,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616332,-122.339025
AMZ SEA42 - 27,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616428,-122.338808
AMZ SEA42 - 28,2121 8th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616789,-122.338601
AMZ SEA42 - 29,2112 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616346,-122.338998
AMZ SEA42 - 30,2112 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61633,-122.339038
AMZ SEA42 - 31,2112 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616349,-122.339014
AMZ SEA42 - 32,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616271,-122.338882
AMZ SEA42 - 33,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616289,-122.33887
AMZ SEA42 - 35,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61627,-122.33883
AMZ SEA42 - 37,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616273,-122.338855
AMZ SEA42 - 36,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616288,-122.33885
AMZ SEA42 - 39,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616389,-122.339051
AMZ SEA42 - 40,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616414,-122.339082
AMZ SEA42 - 38,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616432,-122.339064
AMZ SEA42 - 42,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616436,-122.339045
AMZ SEA42 - 41,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616416,-122.339024
AMZ SEA42 - 43,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616397,-122.339079
AMZ SEA42 - 47,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616454,-122.339046
AMZ SEA42 - 46,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616427,-122.339052
AMZ SEA42 - 45,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616442,-122.339095
AMZ SEA42 - 44,2116 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616416,-122.339066
CITY LIGHT NORTH ADMIRAL 1,2106 California Ave SW,Seattle,WA,98116,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.585043,-122.386258
CITY LIGHT N BEACON HILL 4,1435 12th Ave S,Seattle,WA,98144,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.590244,-122.317391
CITY LIGHT WALLINGFORD 1,1721 North 46th Street,Seattle,WA,98103,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.66207,-122.337271
CITY LIGHT OLYMPIC HILLS 2,1645 Northeast 143rd Street,Seattle,WA,98125,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.732052,-122.310951
AMZ SEA42 - 34,2100 7th Ave,Seattle,WA,98119,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.616286,-122.33881
AMLI MARK 24 MARK24 RETAIL,1723 NW Market St,Seattle,WA,98107,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.668673,-122.380077
CITY LIGHT L QUEEN ANNE 1,317 W Mercer St,Seattle,WA,98119,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62444,-122.361633
CITY LIGHT FREMONT 3,3930 Whitman Avenue North,Seattle,WA,98103,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.654877,-122.34591
CITY LIGHT EASTLAKE 1,1936 Fairview Ave E,Seattle,WA,98102,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.6367,-122.328498
CITY LIGHT RIVERVIEW 3,7021 17th Avenue Southwest,Seattle,WA,98106,J1772,0,1,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.540392,-122.356193
AMZ SEA23 - 4,535 Terry Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624209,-122.337729
AMZ SEA23 - 5,535 Terry Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.624085,-122.337727
AMZ SEA24 - 10,512 Boren Ave N,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623802,-122.335507
AMZ SEA24 - 9,1113 Mercer St,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.623721,-122.335511
7th & Pine LLC - Garage,1508 7th Avenue,Seattle,WA,98101,J1772,0,2,0,24 hours daily,E,888-998-2546,Blink Network,47.61181562734982,-122.33325164528084
Tilt49 Realty,1812 Boren Avenue,Seattle,WA,98101,J1772,0,6,0,24 hours daily,E,888-998-2546,Blink Network,47.6170248,-122.3322181
DOL WEST SEATTLE 1,2420 SW Dakota St,Seattle,WA,98106,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.566899,-122.36456
Westin-Seattle,1900 5th ave,Seattle,WA,98101,J1772,0,6,0,,E,888-222-6618,NOODOE,47.613691,-122.33813
1301 2ND AVE,"1301 Second Ave, Suite 400",Seattle,WA,98101,J1772,0,8,0,,E,844-226-3873,ABM,47.607943,-122.338246
Puget Sound Plaza Garage,315 Union St.,Seattle,WA,98101,J1772,0,4,0,,E,844-226-3873,ABM,47.6086916,-122.3358846
Financial Center Garage,324 University St,Seattle,WA,98101,J1772,0,4,0,,E,844-226-3873,ABM,47.6080393,-122.335645
1200 Fifth Ave Garage,201 University St,Seattle,WA,98101,J1772,0,4,0,,E,844-226-3873,ABM,47.607309,-122.3370886
Rose II Apartments,7930 Rainier Ave S,Seattle,WA,98118,J1772,0,6,0,24 hours daily,E,949-945-2000,EVGATEWAY,47.5307998,-122.269531
SHA - New Holly - Public,7054 32nd Ave S,Seattle,WA,98118,J1772,0,2,0,24 hours daily,E,855-885-9571,OpConnect,47.53893,-122.29026
UW Northgate,9750 3Rd Ave Ne,Seattle,WA,98115,J1772,0,2,0,Contact site for information,E,206-947-5500,AMPUP,47.7005705,-122.3249883
SEA29 SEA29-13,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.62059,-122.336423
SEA29 SEA29-12,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620647,-122.336378
SEA29 SEA29 - 15,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620681,-122.336432
SEA29 SEA29-10,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620723,-122.336356
SEA29 SEA29-11,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620727,-122.33641
SEA29 SEA29-14,207 Boren Avenue North,Seattle,WA,98109,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.620594,-122.336382
3400 Stone LLC,3400 Stone Way North,Seattle,WA,98103,J1772,0,4,0,24 hours daily,E,888-998-2546,Blink Network,47.648715,-122.342289
EVROADWAY WA-N-COL-L2-1,9600 College Way N,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.698315,-122.33268
EVROADWAY WA-N-COL-L2-2,9600 College Way N,Seattle,WA,98103,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.698307,-122.332664
AMZ SEA43 - 21,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.617233,-122.340515
AMZ SEA43 - 22,2250 7th Ave,Seattle,WA,98121,J1772,0,2,0,24 hours daily,E,888-758-4389,ChargePoint Network,47.61739,-122.340317
